;
1;489
2;1263
3;2216
4;4059
5;9205
6;14341
7;22813
8;23906
9;19962
10;18964
11;15827
12;11961
13;7810
14;4550
15;2618
16;924
17;828
18;359
19;196
20;169
21;104
22;63
23;33
24;25
25;12
26;21
27;22
28;14
29;19
30;11
31;22
32;11
33;13
34;15
35;19
36;24
37;33
38;28
39;37
40;30
41;58
42;96
43;61
44;67
45;94
46;97
47;123
48;250
49;360
50;692
51;1358
52;746
